iteration,bestlobjval,lobjval,fobjval,lz1,lz2,tot_runtime,gapf
1.0,3000.0,3000.0,53485.0,0.0,3000.0,0.5781559944152832,0.0
2.0,3000.0,3000.0,53485.0,0.0,3000.0,0.8675341606140137,0.0
3.0,3000.0,3000.0,53485.0,0.0,3000.0,0.39691805839538574,0.0
4.0,2999.9999999999995,2999.9999999999995,53485.0,0.0,2999.9999999999995,0.663214921951294,0.0
5.0,2999.9999999999995,2999.9999999999995,53485.0,0.0,2999.9999999999995,0.9432229995727539,0.0
6.0,2999.9999999999995,2999.9999999999995,53485.0,0.0,2999.9999999999995,0.47624897956848145,0.0
7.0,2999.9999999999995,2999.9999999999995,53485.0,0.0,2999.9999999999995,0.4905059337615967,0.0
8.0,2999.9999999999995,2999.9999999999995,53485.0,0.0,2999.9999999999995,0.47773003578186035,0.0
28.0,2999.9999999999995,2999.9999999999995,53485.0,0.0,2999.9999999999995,0.49164891242980957,0.0
29.0,2999.9999999999995,2999.9999999999995,53485.0,0.0,2999.9999999999995,0.4671599864959717,0.0
30.0,2999.9999999999995,2999.9999999999995,53485.0,0.0,2999.9999999999995,0.37093496322631836,0.0
