S,F,T,B,D,Z1,Z2,ObjVal,time,GAP
6,6,5,5000,"{1: np.int64(796), 2: np.int64(953), 3: np.int64(948), 4: np.int64(748), 5: np.int64(896)}",37629.0,17364.0,54993.0,0.09415292739868164,0.0
