attr,value
lobjval,2999.9999999999995
fobjval,14250.0
lz1,0.0
lz2,2999.9999999999995
tot_runtime,28.8518123626709
gapf,8.528618919081054e-05
best_it,6.0
improvementHeuristic,1.5158245029548804e-14
