attr,value
lobjval,9999.999999999998
fobjval,392354.0
lz1,0.0
lz2,9999.999999999998
tot_runtime,2.2346224784851074
gapf,0.0
best_it,25.0
improvementHeuristic,1.8189894035458565e-14
