attr,value
lobjval,4951.999999949392
fobjval,51167.0
lz1,0.0
lz2,4951.999999949392
tot_runtime,189.9367687702179
gapf,4.3511552323011265e-05
best_it,6.0
improvementHeuristic,0.9600000010121584
