attr,value
lobjval,4999.999999540778
fobjval,55890.99998157921
lz1,0.0
lz2,4999.999999540778
tot_runtime,5.645755767822266
gapf,0.0
best_it,7.0
improvementHeuristic,9.184441296383738e-09
