attr,value
lobjval,9999.999999999998
fobjval,305585.0
lz1,0.0
lz2,9999.999999999998
tot_runtime,60.07234263420105
gapf,0.0
best_it,2.0
improvementHeuristic,1.8189894035458565e-14
