attr,value
lobjval,4993.999999999999
fobjval,74683.99993742604
lz1,0.0
lz2,4993.999999999999
tot_runtime,63.438520669937134
gapf,0.0
best_it,5.0
improvementHeuristic,0.11999999999996369
