attr,value
lobjval,9866.399999990339
fobjval,142310.0
lz1,0.0
lz2,9866.399999990339
tot_runtime,34.27519726753235
gapf,9.765287948684683e-05
best_it,12.0
improvementHeuristic,1.3360000000966101
