attr,value
lobjval,4999.999999999998
fobjval,26201.999964523504
lz1,0.0
lz2,4999.999999999998
tot_runtime,79.96587634086609
gapf,0.0
best_it,7.0
improvementHeuristic,3.637978807091713e-14
