attr,value
lobjval,6999.999998526906
fobjval,71625.9999457928
lz1,0.0
lz2,6999.999998526906
tot_runtime,83.18199443817139
gapf,6.245161083711788e-05
best_it,7.0
improvementHeuristic,2.1044187243595456e-08
