attr,value
lobjval,6999.999999994832
fobjval,136907.99999997186
lz1,0.0
lz2,6999.999999994832
tot_runtime,6.125319957733154
gapf,0.0
best_it,4.0
improvementHeuristic,7.383797700250786e-11
