attr,value
lobjval,9999.999999999998
fobjval,69666.0
lz1,0.0
lz2,9999.999999999998
tot_runtime,10.464824914932251
gapf,1.3159513383675131e-14
best_it,5.0
improvementHeuristic,1.8189894035458565e-14
