attr,value
lobjval,2999.9999999999995
fobjval,160848.0
lz1,0.0
lz2,2999.9999999999995
tot_runtime,4.745060443878174
gapf,0.0
best_it,10.0
improvementHeuristic,1.5158245029548804e-14
