attr,value
lobjval,9995.139365221916
fobjval,127183.0
lz1,0.0
lz2,9995.139365221916
tot_runtime,205.2441167831421
gapf,9.258193389734982e-10
best_it,13.0
improvementHeuristic,0.048606347780842045
