iteration,bestlobjval,lobjval,fobjval,lz1,lz2,tot_runtime,gapf
1.0,7000.0,7000.0,459770.0,0.0,7000.0,0.028034210205078125,0.0
2.0,7000.0,7000.0,459770.0,0.0,7000.0,0.02807307243347168,0.0
3.0,6999.999999999999,6999.999999999999,459770.0,0.0,6999.999999999999,0.02637195587158203,0.0
4.0,6999.999999999999,6999.999999999999,459770.0,0.0,6999.999999999999,0.02649998664855957,0.0
5.0,6999.999999999999,7000.0,459770.0,0.0,7000.0,0.026517152786254883,0.0
6.0,6999.999999999999,7000.0,459770.0,0.0,7000.0,0.018762826919555664,0.0
7.0,6999.999999999999,7000.0,459770.0,0.0,7000.0,0.015867948532104492,0.0
10.0,6999.999999999999,6999.999999999999,459770.0,0.0,6999.999999999999,0.015933990478515625,0.0
11.0,6999.999999999999,7000.0,459770.0,0.0,7000.0,0.015923023223876953,0.0
12.0,6999.999999999999,7000.0,459770.0,0.0,7000.0,0.015806913375854492,0.0
18.0,6999.999999999999,7000.0,459770.0,0.0,7000.0,0.0279541015625,0.0
19.0,6999.999999999999,7000.0,459770.0,0.0,7000.0,0.027034997940063477,0.0
20.0,6999.999999999999,7000.0,459770.0,0.0,7000.0,0.0173799991607666,0.0
22.0,6999.999999999999,7000.000000000001,459770.0,0.0,7000.000000000001,0.017286062240600586,0.0
23.0,6999.999999999999,7000.0,459770.0,0.0,7000.0,0.016511917114257812,0.0
24.0,6999.999999999999,7000.0,459770.0,0.0,7000.0,0.01635289192199707,0.0
25.0,6999.999999999999,7000.0,459770.0,0.0,7000.0,0.015967845916748047,0.0
27.0,6999.999999999999,6999.999999999999,459770.0,0.0,6999.999999999999,0.015557050704956055,0.0
