iteration,bestlobjval,lobjval,fobjval,lz1,lz2,tot_runtime,gapf
1.0,10000.0,10000.0,190471.0,0.0,10000.0,37.08993601799011,2.3359952959901764e-12
2.0,9999.999999908774,9999.999999908774,190470.99923134485,0.0,9999.999999908774,36.733211040496826,2.122076321404637e-12
3.0,9999.999999908774,10000.0,190471.0,0.0,10000.0,0.7381360530853271,0.0
4.0,9999.999999908774,9999.999999999998,190471.0,0.0,9999.999999999998,24.087618112564087,7.460141552297135e-05
5.0,9999.999999908774,10000.0,190471.0,0.0,10000.0,28.877020835876465,6.300172046396528e-05
6.0,9999.999999908774,9999.999999999998,190471.0,0.0,9999.999999999998,16.548660039901733,8.316056805824592e-05
7.0,9999.999999908774,9999.999999999998,190471.0,0.0,9999.999999999998,22.47792911529541,8.260539830135678e-05
8.0,9999.999999908774,10000.0,190471.0,0.0,10000.0,23.2722430229187,8.546713314712837e-05
9.0,9999.999999908774,10000.0,190471.0,0.0,10000.0,1.0721468925476074,0.0
10.0,9999.999999908774,10000.0,190471.0,0.0,10000.0,0.3268711566925049,0.0
12.0,9999.999999908774,9999.999999999585,190471.0,0.0,9999.999999999585,0.24985694885253906,3.2332326310277424e-13
14.0,9999.999999908774,9999.999999999998,196450.0,0.0,9999.999999999998,0.41969799995422363,0.0
17.0,9999.999999908774,10000.0,190471.0,0.0,10000.0,0.37061190605163574,9.4735549680397e-15
21.0,9999.999999908774,10000.000000000002,190471.0,0.0,10000.000000000002,17.58289098739624,5.096161375710646e-12
22.0,9999.999999908774,10000.000000000002,190471.0,0.0,10000.000000000002,0.4027369022369385,0.0
29.0,9999.999999908774,9999.999999999996,190471.0,0.0,9999.999999999996,25.793922901153564,6.300171985475458e-05
30.0,9999.999999908774,10000.0,190471.0,0.0,10000.0,18.826977968215942,6.9911779678659426e-12
