S,F,T,B,D,Z1,Z2,ObjVal,time,GAP
10,10,10,5652185,"{1: 2460, 2: 2620, 3: 2870, 4: 2810, 5: 2710, 6: 3000, 7: 3200, 8: 3400, 9: 3600, 10: 3800}",21758.42157777778,1959.1676089650557,23717.58918674283,100.09700012207031,0.0009263169428633733
