S,F,T,B,D,Z1,Z2,ObjVal,time,GAP
10,10,10,5652185,"{1: 2460, 2: 2620, 3: 2870, 4: 2810, 5: 2710, 6: 3000, 7: 3200, 8: 3400, 9: 3600, 10: 3800}",21788.99431111111,1927.8711034325434,23716.865414543652,100.14500021934509,0.0007090143942125354
