attr,value
lobjval,148190.94977357917
fobjval,41988.86484551313
lz1,144336.0390373893
lz2,3854.9107361898564
tot_runtime,65.46791124343872
gapf,0.0
best_it,3.0
improvementHeuristic,-inf
