attr,value
lobjval,1101160.767969461
fobjval,572634.0874999996
lz1,1099684.8000000087
lz2,1475.9679694521603
tot_runtime,5.54992151260376
gapf,1.3013654469344322e-05
best_it,4.0
improvementHeuristic,-inf
