S,F,T,B,D,Z1,Z2,ObjVal,time,GAP
3,3,5,3835,"{1: np.int64(2104), 2: np.int64(2367), 3: np.int64(2475), 4: np.int64(2455), 5: np.int64(2245)}",87904.0,46584.0,134488.0,0.013695955276489258,0.0
3,3,5,3835,"{1: np.int64(2104), 2: np.int64(2367), 3: np.int64(2475), 4: np.int64(2455), 5: np.int64(2245)}",87904.0,46584.0,134488.0,0.014405012130737305,0.0
