S,F,T,B,D,Z1,Z2,ObjVal,time,GAP
12,12,5,3093,"{1: np.int64(630), 2: np.int64(590), 3: np.int64(646), 4: np.int64(536), 5: np.int64(585)}",22719.719688092366,11947.999997981738,34667.71968607411,2.8144431114196777,0.0
12,12,5,3093,"{1: np.int64(630), 2: np.int64(590), 3: np.int64(646), 4: np.int64(536), 5: np.int64(585)}",22719.719688092366,11947.999997981738,34667.71968607411,2.800469160079956,0.0
