iteration,bestlobjval,lobjval,fobjval,lz1,lz2,tot_runtime,gapf
2.0,149276.78770128792,149276.78770128792,34667.71968607411,146334.27268222117,2942.5150190667605,2.800469160079956,0.0
5.0,148608.9222519857,148608.9222519857,34818.570631792354,145664.0455446084,2944.876707377282,2.792067050933838,0.0
6.0,148608.9222519857,149147.1868971932,34799.00609908098,146200.30174825765,2946.8851489355375,2.246583938598633,0.0
7.0,148608.9222519857,155773.42328055162,34810.97500732936,152803.0002478355,2970.423032716115,2.8817670345306396,0.0
8.0,148608.9222519857,159273.86730577942,34564.35960880842,156349.37910466068,2924.4882011187533,2.7032809257507324,0.0
9.0,148608.9222519857,174140.2209177761,34632.86945184569,171218.42057063815,2921.800347137951,3.33011794090271,0.0
10.0,148608.9222519857,164453.42346804758,34661.63482372697,161575.44708158713,2877.976386460454,3.1046559810638428,0.0
11.0,148608.9222519857,167578.31689813675,34512.184439227334,164622.81029078312,2955.5066073536364,3.4408998489379883,0.0
12.0,148608.9222519857,169885.22171497266,34630.3775024652,167004.41616006187,2880.805554910785,2.3301479816436768,0.0
13.0,148608.9222519857,169131.41634808434,34465.552615210065,166243.3452267924,2888.07112129197,3.1768620014190674,0.0
14.0,148608.9222519857,161448.8859451012,34547.63602201789,158586.91287576032,2861.9730693408806,3.1430721282958984,0.0
15.0,148608.9222519857,162703.4187494448,34325.692153579286,159787.0619138671,2916.356835577707,2.617870807647705,8.830732488355632e-05
16.0,148608.9222519857,163588.5834030881,34538.91449842726,160708.06737987357,2880.5160232145367,2.6987009048461914,0.0
17.0,148608.9222519857,152047.20143458532,35881.15223115368,149105.85255291086,2941.348881674479,1.9031829833984375,0.0
18.0,148608.9222519857,153049.91051336343,35952.56305220645,150112.06914810077,2937.8413652626537,1.6571340560913086,0.0
