attr,value
lobjval,1715.9999999999998
fobjval,197852.0
lz1,0.0
lz2,1715.9999999999998
tot_runtime,25.71718406677246
gapf,5.2899851723113e-05
best_it,5.0
improvementHeuristic,2.6500428373337066e-14
