iteration,bestlobjval,lobjval,fobjval,lz1,lz2,tot_runtime,gapf
1.0,71788.93267492179,71788.93267492179,58859.48093566614,70219.39077240607,1569.5419025157162,0.22604107856750488,0.0
2.0,70208.04899361177,70208.04899361177,58948.0536550631,68638.64785361727,1569.4011399945061,0.13785195350646973,0.0
3.0,70208.04899361177,76869.02072196906,59120.69090764242,75346.93917861943,1522.0815433496266,0.07791781425476074,0.0
4.0,70208.04899361177,72117.05374646283,58840.89050668351,70554.01849409098,1563.0352523718452,0.254302978515625,0.0
5.0,70208.04899361177,72480.09638433972,58820.764720519874,70916.28264503377,1563.8137393059478,0.21886610984802246,0.0
6.0,70208.04899361177,72480.09638433979,58820.76472052019,70916.28264503385,1563.8137393059476,0.15073180198669434,0.0
7.0,70208.04899361177,72831.69386861657,58800.63893435666,71278.54679597728,1553.1470726392804,0.11071610450744629,0.0
8.0,70208.04899361177,72713.06370936152,58807.42944146915,71156.31766795262,1556.7460414088964,0.11548304557800293,0.0
9.0,70208.04899361177,72713.06370936148,58807.42944146915,71156.31766795258,1556.7460414088964,0.12281608581542969,0.0
10.0,70208.04899361177,72713.06370936152,58807.42944146914,71156.31766795262,1556.7460414088966,0.11793708801269531,0.0
28.0,70208.04899361177,71788.93267492179,58859.48093566614,70219.39077240607,1569.5419025157162,0.21550703048706055,0.0
29.0,70208.04899361177,71788.93267492176,58859.480935666106,70219.39077240604,1569.541902515716,0.20885896682739258,0.0
30.0,70208.04899361177,72155.32159001572,58839.35514950261,70581.65492334905,1573.6666666666667,0.23222899436950684,0.0
