attr,value
lobjval,132731.0280641026
fobjval,29925.523622758818
lz1,129353.01136366902
lz2,3378.0167004335763
tot_runtime,600.1797242164612
gapf,0.0
best_it,2.0
improvementHeuristic,-inf
