attr,value
lobjval,89160.26851681307
fobjval,45183.82629810585
lz1,88099.86505308928
lz2,1060.4034637237926
tot_runtime,132.5497453212738
gapf,0.0
best_it,6.0
improvementHeuristic,-inf
