S,F,T,B,D,Z1,Z2,ObjVal,time,GAP
6,6,5,2171,"{1: np.int64(864), 2: np.int64(783), 3: np.int64(835), 4: np.int64(804), 5: np.int64(796)}",30064.0,16328.0,46392.0,0.010921001434326172,0.0
6,6,5,2171,"{1: np.int64(864), 2: np.int64(783), 3: np.int64(835), 4: np.int64(804), 5: np.int64(796)}",30064.0,16328.0,46392.0,0.01055908203125,0.0
