attr,value
lobjval,102467.22468250655
fobjval,65778.74897847077
lz1,101659.94190738956
lz2,807.2827751169998
tot_runtime,655.270256280899
gapf,0.12321828289689495
best_it,5.0
improvementHeuristic,-inf
