iteration,bestlobjval,lobjval,fobjval,lz1,lz2,tot_runtime,gapf
2.0,49556.529607601275,49556.529607601275,12048.270520477407,48373.85745689187,1182.6721507094014,1.69716477394104,0.0
4.0,49556.529607601275,56733.90722617311,13104.815364779814,55600.76361226601,1133.1436139071016,4.220271110534668,0.0
5.0,49556.529607601275,67715.18637315943,13325.864681341413,66590.56271146458,1124.623661694866,4.27436900138855,0.0
6.0,49556.529607601275,62314.06433904856,13582.9324516922,61158.86346169282,1155.2008773557366,8.526817798614502,0.0
9.0,49556.529607601275,61903.74345612495,13318.678264021968,60748.828698073616,1154.9147580513297,2.7993109226226807,0.0
11.0,49556.529607601275,53208.21558762978,12912.714527990063,52089.00404841489,1119.2115392148828,3.352339029312134,0.0
12.0,49556.529607601275,55016.194974741346,12799.274760610433,53896.98343552645,1119.2115392148976,2.195302963256836,0.0
16.0,49556.529607601275,51890.0944076661,12261.439690868057,50722.12476324526,1167.969644420843,2.007369041442871,0.0
17.0,49556.529607601275,51907.64038284901,12274.254996713182,50740.687910144676,1166.9524727043295,2.190074920654297,0.0
18.0,49556.529607601275,51965.95117082499,12275.381382015059,50797.14718296909,1168.803987855903,1.9449899196624756,0.0
19.0,49556.529607601275,52016.92253795953,12268.901282550722,50845.867034952,1171.0555030075268,2.0605199337005615,0.0
20.0,49556.529607601275,59794.49755542786,12239.578207587956,58659.68861805983,1134.8089373680293,3.623339891433716,0.0
21.0,49556.529607601275,52988.92361424072,12286.2508286808,51831.30620075474,1157.6174134859732,1.7861227989196777,0.0
22.0,49556.529607601275,57001.16273184156,12510.146955016877,55849.7814522081,1151.381279633461,3.0553841590881348,0.0
23.0,47382.29038609869,47382.29038609869,12267.211380573875,46236.852427881306,1145.437958217386,1.4971511363983154,0.0
24.0,47382.29038609869,49630.72019353102,12506.676670236839,48461.51725935238,1169.2029341786406,1.7627100944519043,0.0
25.0,45138.07080154432,45138.07080154432,12579.514231928184,43974.01345662782,1164.0573449165045,2.771627902984619,0.0
26.0,45138.07080154432,48359.78503229798,12463.569329110689,47199.33020365219,1160.4548286457891,1.9771928787231445,0.0
27.0,45138.07080154432,56871.74935246016,12629.92285180237,55740.32810751368,1131.421244946486,2.944671154022217,0.0
28.0,45138.07080154432,51324.119195189305,12529.475852787895,50180.84263979616,1143.2765553931438,2.0632898807525635,0.0
29.0,45138.07080154432,47353.19465609415,12367.717212886098,46217.3274592656,1135.8671968285512,2.3162851333618164,0.0
30.0,45138.07080154432,52705.15357911057,12381.412722970126,51564.67938082243,1140.4741982881376,2.318243980407715,0.0
