S,F,T,B,D,Z1,Z2,ObjVal,time,GAP
12,12,10,665,"{1: np.int64(234), 2: np.int64(284), 3: np.int64(270), 4: np.int64(243), 5: np.int64(283), 6: np.int64(259), 7: np.int64(273), 8: np.int64(234), 9: np.int64(226), 10: np.int64(245)}",16595.450499394923,10203.99999999892,26799.450499393846,3.9749841690063477,0.0
12,12,10,665,"{1: np.int64(234), 2: np.int64(284), 3: np.int64(270), 4: np.int64(243), 5: np.int64(283), 6: np.int64(259), 7: np.int64(273), 8: np.int64(234), 9: np.int64(226), 10: np.int64(245)}",16594.469165394716,10203.999999934455,26798.46916532917,6.38543701171875,0.0
