attr,value
lobjval,11368.017138777079
fobjval,14004.519785257668
lz1,9905.213999888194
lz2,1462.803138888884
tot_runtime,130.8104178905487
gapf,0.0
best_it,5.0
improvementHeuristic,18.857595358146906
