S,F,T,B,D,Z1,Z2,ObjVal,time,GAP
9,9,10,2027,"{1: np.int64(1041), 2: np.int64(1007), 3: np.int64(1006), 4: np.int64(1148), 5: np.int64(1163), 6: np.int64(1103), 7: np.int64(974), 8: np.int64(1196), 9: np.int64(1236), 10: np.int64(1252)}",89412.78540206817,44504.000000004766,133916.78540207297,2.5650429725646973,0.0
9,9,10,2027,"{1: np.int64(1041), 2: np.int64(1007), 3: np.int64(1006), 4: np.int64(1148), 5: np.int64(1163), 6: np.int64(1103), 7: np.int64(974), 8: np.int64(1196), 9: np.int64(1236), 10: np.int64(1252)}",89412.78540206817,44504.000000004766,133916.78540207297,2.5525639057159424,0.0
