iteration,bestlobjval,lobjval,fobjval,lz1,lz2,tot_runtime,gapf
1.0,56411.76819310779,56411.76819310779,21358.685440530044,54027.64862763165,2384.119565476137,38.13815689086914,0.0
2.0,55383.90538357834,55383.90538357834,21397.31956199146,52964.0113975141,2419.893986064241,27.383399963378906,0.0
5.0,54682.39181865605,54682.39181865605,21410.44849376223,52273.71146895758,2408.6803496984676,26.772697925567627,0.0
6.0,54682.39181865605,54893.256323747606,21412.985323888766,52478.34617606789,2414.9101476797127,27.381778955459595,1.3025484578332452e-05
7.0,49913.95806041259,49913.95806041259,21488.652036864805,47522.56960916703,2391.3884512455534,29.239910125732422,0.0
8.0,49913.95806041259,54740.15218748029,21534.017558101754,52352.43089169054,2387.7212957897523,29.10113501548767,0.0
9.0,49913.95806041259,51265.61161951392,21529.051353971452,48859.1243546919,2406.4872648220157,26.627285957336426,0.0
10.0,49913.95806041259,51479.01308914577,21703.296005578708,49122.22163627892,2356.7914528668493,26.580008029937744,0.0
11.0,49913.95806041259,53977.80320253941,21604.101824794874,51585.16086064691,2392.642341892503,33.65970206260681,0.0
12.0,47756.18394010779,47756.18394010779,21769.43868616735,45394.82901868534,2361.35492142245,25.083343029022217,0.0
13.0,47756.18394010779,50767.58440480227,21843.80751596669,48412.90678247742,2354.677622324855,22.140506982803345,0.0
14.0,47756.18394010779,55233.002380096026,22617.58269684183,52857.0213489977,2375.9810310983216,4.883358001708984,0.0
15.0,47756.18394010779,51276.66377339253,23215.896768620332,48920.40001936195,2356.263754030583,10.742658853530884,0.0
16.0,47756.18394010779,48951.81821371851,22610.271720174627,46579.93693808668,2371.8812756318325,12.0849769115448,0.0
17.0,46508.54982632101,46508.54982632101,22254.05848487546,44163.39753908766,2345.152287233354,22.337512969970703,0.0
18.0,46508.54982632101,47720.950362698815,22448.45716154822,45356.99877984963,2363.9515828491853,7.427764892578125,0.0
19.0,46508.54982632101,48234.92179006031,22165.687609661527,45892.468218507565,2342.4535715527445,21.079493045806885,0.0
20.0,45441.01784174357,45441.01784174357,22413.44662950979,43058.570787919314,2382.4470538242495,10.610769987106323,0.0
21.0,45441.01784174357,48158.87570389178,22194.56019869513,45811.99754362226,2346.878160269521,13.803300142288208,0.0
22.0,45441.01784174357,49980.237202297925,22535.613369041886,47608.961069249526,2371.276133048402,20.381953954696655,0.0
23.0,45441.01784174357,45520.28886519697,22299.929370872753,43160.97329666106,2359.315568535906,22.854825973510742,0.0
24.0,45441.01784174357,49502.391428017596,22548.582292316867,47099.45353238599,2402.9378956316104,7.877080917358398,0.0
25.0,45370.77371368746,45370.77371368746,22308.235768178347,43011.45814515124,2359.3155685362153,13.797350883483887,0.0
26.0,45370.77371368746,47697.46422656198,22555.069783866253,45298.55381785059,2398.910408711391,13.598793029785156,0.0
27.0,45370.77371368746,51574.7436998575,22744.40412602569,49171.124523574734,2403.619176282762,5.3677778244018555,0.0
28.0,45370.77371368746,49534.03937916795,22825.51103684784,47156.09169808141,2377.947681086547,5.704435110092163,0.0
29.0,45370.77371368746,50032.47015728343,22750.268416577783,47647.22376018467,2385.2463970987624,8.48089599609375,0.0
30.0,45370.77371368746,45819.96984902422,22362.387243444384,43413.01063203493,2406.9592169892917,28.045804023742676,0.0
