iteration,bestlobjval,lobjval,fobjval,lz1,lz2,tot_runtime,gapf
2.0,160740.74930447355,160740.74930447355,60006.73785791166,159746.30484837238,994.4444561011695,3.9684720039367676,0.0
5.0,135863.87335889702,135863.87335889702,60275.649406384364,134852.8936122522,1010.9797466448147,7.573000907897949,0.0
6.0,135863.87335889702,137704.02903513375,60292.699338997714,136689.7667488074,1014.2622863263415,4.874855041503906,0.0
7.0,135863.87335889702,143839.71158557798,60570.00934778813,142841.30404950902,998.407536068962,7.477339029312134,0.0
8.0,135863.87335889702,145303.55670056993,60521.45130160732,144296.63487253504,1006.9218280348896,7.757551908493042,0.0
9.0,135863.87335889702,145236.0396171605,60546.08853879271,144240.1493055461,995.8903116143929,4.657064914703369,0.0
10.0,135863.87335889702,151488.61394191373,60517.32845036856,150481.69211387273,1006.9218280409882,5.189017057418823,0.0
11.0,135863.87335889702,144392.23417270067,60547.03536408888,143394.55871960064,997.6754531000332,5.970279932022095,0.0
12.0,135863.87335889702,152234.87243275763,60495.69679398523,151230.59219805538,1004.2802347022398,5.618796110153198,0.0
13.0,135863.87335889702,141590.84806593385,60560.76496160765,140591.5313429889,999.3167229449481,6.989821910858154,0.0
14.0,135863.87335889702,153670.53964693242,60505.45561945924,152665.39376345277,1005.1458834796367,5.482523202896118,0.0
15.0,135863.87335889702,153731.7524083059,60950.42846921489,152725.27943070608,1006.4729775998312,7.260160207748413,0.0
16.0,135863.87335889702,159855.81743984402,61191.396311673656,158873.36420476905,982.4532350749555,6.565576076507568,0.0
17.0,135863.87335889702,167662.728005613,63277.417587424716,166655.50771314488,1007.2202924681116,4.449881076812744,0.0
