attr,value
lobjval,401055.98363839794
fobjval,88559.81627495807
lz1,400027.6863286464
lz2,1028.2973097515658
tot_runtime,617.8177435398102
gapf,8.497380498351008e-05
best_it,6.0
improvementHeuristic,-inf
