attr,value
lobjval,1330.9999997980804
fobjval,50300.99999443824
lz1,0.0
lz2,1330.9999997980804
tot_runtime,117.91688275337219
gapf,4.57373967685409e-05
best_it,5.0
improvementHeuristic,1.5170521955275215e-08
