iteration,bestlobjval,lobjval,fobjval,lz1,lz2,tot_runtime,gapf
3.0,509922.12222222384,509922.12222222384,177715.42333333328,508739.12222222384,1183.0,0.16204309463500977,0.0
4.0,402063.122222224,402063.122222224,177715.42333333325,400880.122222224,1183.0,0.12134599685668945,0.0
5.0,402063.122222224,402063.1222222241,177715.42333333325,400880.1222222241,1183.0,0.09746193885803223,0.0
6.0,402063.122222224,500326.06324985804,180456.20053356735,499192.78888889117,1133.2743609668973,0.08895707130432129,0.0
7.0,402063.122222224,500333.94991652557,180466.077410443,499192.788888892,1141.1610276335705,0.09783387184143066,3.8704887975871164e-15
25.0,402063.122222224,509922.1222222225,177715.4233333333,508739.12222222256,1182.9999999999313,0.10945606231689453,5.417440674115627e-05
26.0,402063.122222224,540340.8555555686,177715.4233333327,539196.1222222353,1144.7333333333333,0.0873420238494873,0.0
27.0,402063.122222224,540332.9688888912,177715.4233333333,539196.1222222245,1136.8466666666666,0.08811116218566895,0.0
28.0,402063.122222224,540332.9816830634,177715.42333333328,539196.1222222281,1136.8594608353706,0.08934998512268066,0.0
29.0,402063.122222224,540340.8683497387,177715.42333333238,539196.1222222366,1144.7461275020864,0.08501911163330078,0.0
30.0,402063.1222222235,402063.1222222235,177715.42333333325,400880.1222222235,1183.0,0.12270689010620117,0.0
