S,F,T,B,D,Z1,Z2,ObjVal,time,GAP
12,12,10,2438,"{1: np.int64(868), 2: np.int64(909), 3: np.int64(794), 4: np.int64(740), 5: np.int64(781), 6: np.int64(906), 7: np.int64(776), 8: np.int64(794), 9: np.int64(812), 10: np.int64(813)}",63492.0,32772.0,96264.0,4.186738014221191,0.0
12,12,10,2438,"{1: np.int64(868), 2: np.int64(909), 3: np.int64(794), 4: np.int64(740), 5: np.int64(781), 6: np.int64(906), 7: np.int64(776), 8: np.int64(794), 9: np.int64(812), 10: np.int64(813)}",63492.0,32772.0,96264.0,4.268593072891235,0.0
