iteration,bestlobjval,lobjval,fobjval,lz1,lz2,tot_runtime,gapf
1.0,172982.6009121016,172982.6009121016,23728.077751071403,170035.68662638732,2946.9142857142856,100.0680000782013,0.0012627397329320928
2.0,172962.45785216175,172962.45785216175,23727.745823935915,170015.54356644748,2946.9142857142856,100.1579999923706,0.0013553557896177203
3.0,172962.45785216175,173617.59881954495,23731.317343702594,170670.68453383067,2946.9142857142856,100.05599999427795,0.0014650826638620824
4.0,172962.45785216175,174675.09053878614,23728.626347621866,171728.17625307187,2946.914285714285,100.07599997520447,0.0010767265610605102
5.0,172962.45785216175,174621.8055590374,23728.216587860246,171674.89127332313,2946.914285714278,100.03200006484985,0.000980864885404192
6.0,172962.45785216175,174593.67756432356,23727.985562134185,171646.7632786093,2946.914285714285,100.04299998283386,0.0011632485066340307
7.0,172962.45785216175,174626.79268329297,23728.16109786033,171679.8783975787,2946.914285714285,100.02999997138977,0.000923740495522864
8.0,172897.6507559836,172897.6507559836,23727.387402530945,169950.73647026933,2946.9142857142824,100.02999997138977,0.0012736587013216475
9.0,172897.6507559836,174538.7575790843,23727.633759698714,171591.84329337004,2946.914285714286,100.02499985694885,0.001091948302429577
10.0,172897.6507559836,172918.37404039988,23727.650762479123,169971.4597546856,2946.9142857142765,100.0699999332428,0.0008578076095004832
11.0,172897.6507559836,174801.18504876687,23730.466268555112,171854.2707630526,2946.9142857142856,100.05800008773804,0.0013833199543579128
12.0,172897.6507559836,174598.79357011607,23727.909677518714,171651.87928440177,2946.9142857142897,100.03999996185303,0.0009705042142325077
13.0,172897.6507559836,174570.59128579285,23728.189387130868,171623.67700007858,2946.914285714285,100.06699991226196,0.0011301128292098583
14.0,172843.04959185034,172843.04959185034,23726.988206147435,169892.58475656042,2950.464835289923,100.1159999370575,0.0012775124317958098
15.0,172840.72346991947,172840.72346991947,23726.987657384718,169893.8091842052,2946.9142857142847,100.03699994087219,0.001312783935227229
16.0,172840.72346991947,174537.3605149119,23727.70551946886,171590.44622919764,2946.9142857142842,100.08800005912781,0.0018148796807585822
17.0,172840.72346991947,172927.84938249097,23727.833727099765,169980.9350967767,2946.9142857142842,100.05199980735779,0.001148531643085783
18.0,171894.05929863767,171894.05929863767,23730.60348479068,168947.1450129234,2946.9142857142783,100.06200003623962,0.0013451608457159929
19.0,171894.05929863767,171950.98496846476,23731.025662949647,169004.0706827505,2946.914285714285,100.07299995422363,0.0011693778573696107
20.0,171894.05929863767,171920.56610132105,23730.960504570834,168973.65181560678,2946.914285714286,100.06699991226196,0.00116729318126205
21.0,171894.05929863767,171945.96988404822,23731.095639422023,168999.05559833394,2946.9142857142715,100.04200005531311,0.0011750232883450257
22.0,171894.05929863767,171921.449299276,23730.967246917975,168974.53501356172,2946.9142857142856,100.05100011825562,0.001599161838822068
23.0,171894.05929863767,171916.9973550201,23730.900203509882,168970.08306930584,2946.914285714285,100.09599995613098,0.0013004409066329702
24.0,171894.05929863767,173585.2829181561,23731.197230125512,170638.36863244185,2946.9142857142415,100.08200001716614,0.001392937774851334
25.0,171876.29348454962,171876.29348454962,23730.39898425602,168929.37919883535,2946.9142857142865,100.03900003433228,0.0016451384980517363
26.0,171870.97737994185,171870.97737994185,23730.520038104973,168924.06309422757,2946.9142857142842,100.07500004768372,0.0011444801524762324
27.0,171870.97737994185,171953.8647786838,23731.17586899403,169006.95049296954,2946.914285714286,100.05099987983704,0.0011973830106417538
28.0,171870.97737994185,171881.86547231706,23730.830919797423,168934.95118660282,2946.914285714255,100.07300019264221,0.0017367729986553992
29.0,171870.97737994185,171931.21999509077,23730.957312017017,168984.3057093765,2946.9142857142833,100.0609998703003,0.0013059520080809174
30.0,171870.97737994185,171891.0449204786,23730.936213979523,168944.13063476433,2946.914285714284,100.06599998474121,0.001261988789044441
31.0,171867.9318837727,171867.9318837727,23730.865048067313,168921.01759805842,2946.9142857142856,100.04499983787537,0.001208890489386772
32.0,171860.58381479385,171860.58381479385,23731.133900345725,168913.66952907958,2946.9142857142865,100.06599998474121,0.0011777139169874857
33.0,171860.58381479385,174752.8067793033,23730.03850779053,171805.89249358902,2946.9142857142856,100.07100009918213,0.0016951281965355762
34.0,171860.58381479385,173496.32112034856,23730.619047620516,170549.40683463428,2946.914285714286,100.06500005722046,0.0012855843620744936
35.0,171860.58381479385,173440.22050455387,23730.065561168278,170493.3062188396,2946.9142857142856,100.06699991226196,0.0012614734709505268
36.0,171860.58381479385,173459.2059763471,23730.18029408153,170512.29169063282,2946.914285714286,100.06900000572205,0.001279986344538464
37.0,171860.58381479385,173449.87725394158,23730.193124644866,170502.9629682273,2946.9142857142833,100.06799983978271,0.0013017466537913833
38.0,171860.58381479385,173427.21508084133,23730.10328053579,170480.30079512706,2946.9142857142856,100.07100009918213,0.0012543340031574886
39.0,171860.58381479385,173168.811097765,23730.385988144764,170221.89681205072,2946.9142857142856,100.05400013923645,0.0012244344731062143
40.0,171860.58381479385,173446.241475538,23730.14072697599,170499.32718982373,2946.9142857142815,100.05200004577637,0.0013048295214059269
41.0,171860.58381479385,172879.08125580536,23727.071879364736,169932.1669700911,2946.9142857142847,100.05399990081787,0.0015605388964085416
42.0,171860.58381479385,172863.53311214826,23726.96680061721,169916.618826434,2946.9142857142856,100.05999994277954,0.0011552657844161446
43.0,171860.58381479385,172898.01208873038,23727.352902934836,169951.0978030161,2946.914285714285,100.04399991035461,0.0011644178650370074
44.0,171860.58381479385,174506.1072431749,23726.987644968416,171559.19295746062,2946.9142857142806,100.07699990272522,0.0009783474397828994
45.0,171860.58381479385,174502.25247460094,23726.997882733373,171555.33818888664,2946.9142857142897,100.07099986076355,0.0011718702364041697
46.0,171860.58381479385,174681.35156604898,23729.372123796868,171734.43728033468,2946.9142857142942,100.07800006866455,0.0012340801161157084
47.0,171860.58381479385,173026.93415856818,23729.44596445397,170080.01987285394,2946.9142857142497,100.07799983024597,0.0014765880150458082
48.0,171860.58381479385,173427.4048589203,23730.404987905604,170480.490573206,2946.9142857142824,100.06100010871887,0.0011595630041153408
49.0,171860.58381479385,174713.41850555816,23729.611753067147,171766.5042198439,2946.9142857142833,100.07400012016296,0.0012843580719903089
50.0,171860.58381479385,173400.72079933155,23730.448817330398,170453.80651361728,2946.9142857142847,100.08299994468689,0.001334683164965754
