S,F,T,B,D,Z1,Z2,ObjVal,time,GAP
10,10,10,3500,"{1: 2460, 2: 2620, 3: 2870, 4: 2810, 5: 2710, 6: 3000, 7: 3200, 8: 3400, 9: 3600, 10: 3800}",21808.48402482495,1919.2617991109596,23727.745823935915,100.1579999923706,0.0013553557896177203
