S,F,T,B,D,Z1,Z2,ObjVal,time,GAP
10,10,10,3500,"{1: 2460, 2: 2620, 3: 2870, 4: 2810, 5: 2710, 6: 3000, 7: 3200, 8: 3400, 9: 3600, 10: 3800}",21825.197369733436,1905.6676783338742,23730.865048067313,100.04499983787537,0.001208890489386772
