S,F,T,B,D,Z1,Z2,ObjVal,time,GAP
9,9,10,565218,"{1: 2460, 2: 2620, 3: 2870, 4: 2810, 5: 2710, 6: 3000, 7: 3200, 8: 3400, 9: 3600, 10: 3800}",21790.888014814806,607.3026255327661,22398.19064034758,100.29499983787537,0.0017127737409248925
