iteration,bestlobjval,lobjval,fobjval,lz1,lz2,tot_runtime,gapf
1.0,581341.3710518519,581341.3710518519,22398.19064034758,18209.63105185185,563131.74,100.29499983787537,0.0017127737409248925
2.0,581341.3710518519,581347.2462518518,22398.163381496604,18209.38625185185,563137.86,100.13299989700317,0.0018478284169038475
3.0,581341.3710518519,581347.2462518517,22398.163381496597,18209.38625185185,563137.8599999999,100.26999998092651,0.0015330056597972353
4.0,581341.3710518519,581347.2462518518,22398.163381496604,18209.38625185185,563137.86,100.10099983215332,0.0022104686461574727
5.0,581341.3710518519,581347.2462518518,22398.163381496604,18209.38625185185,563137.86,100.1579999923706,0.002004910030493591
6.0,581341.3710518519,581347.2462518518,22398.163381496568,18209.386251851858,563137.86,100.19400000572205,0.001812197949491994
