id,seed,DeltaRandom,DDecrease,D_t,B,LT,LS,LF,LL,delta,lobjval,lz1,lz2,fobjval,tot_runtime,gapf,best_it,himprov,solved
IR_B10000_D3333_F3_L4_T_10_seed_1,1,False,False,3333,10000,10,3,3,4,0.7,10000.0,0.0,10000.0,430901.0,1.87,0.0,1,0.0,True
IR_B10000_D3333_F3_L4_T_10_seed_2,2,False,False,3333,10000,10,3,3,4,0.7,10000.0,0.0,10000.0,392354.0,1.84,0.0,1,0.0,True
IR_B10000_D3333_F3_L4_T_10_seed_3,3,False,False,3333,10000,10,3,3,4,0.7,10000.0,0.0,10000.0,435742.0,2.28,0.0,4,0.0,True
IR_B10000_D3333_F3_L4_T_10_seed_4,4,False,False,3333,10000,10,3,3,4,0.7,10000.0,0.0,10000.0,424714.0,2.26,0.0,25,0.0,True
IR_B3000_D1000_F3_L8_T_10_seed_0,0,False,False,1000,3000,10,3,3,8,0.7,3000.0,0.0,3000.0,117852.0,2.72,0.0,1,0.0,True
IR_B3000_D1000_F3_L8_T_10_seed_1,1,False,False,1000,3000,10,3,3,8,0.7,3000.0,0.0,3000.0,116315.0,2.59,0.0,1,0.0,True
IR_B3000_D1000_F3_L8_T_10_seed_2,2,False,False,1000,3000,10,3,3,8,0.7,3000.0,0.0,3000.0,124225.0,3.19,0.0,4,0.0,True
IR_B3000_D1000_F3_L8_T_10_seed_3,3,False,False,1000,3000,10,3,3,8,0.7,3000.0,0.0,3000.0,108657.0,3.12,0.0,14,0.0,True
IR_B3000_D1000_F3_L8_T_10_seed_4,4,False,False,1000,3000,10,3,3,8,0.7,3000.0,0.0,3000.0,114863.0,3.37,0.0,7,0.0,True
IR_B5000_D1666_F3_L8_T_10_seed_0,0,False,False,1666,5000,10,3,3,8,0.7,5000.0,0.0,5000.0,196408.0,3.31,0.0,24,0.0,True
IR_B5000_D1666_F3_L8_T_10_seed_1,1,False,False,1666,5000,10,3,3,8,0.7,5000.0,0.0,5000.0,193910.0,3.12,0.0,24,0.0,True
IR_B5000_D1666_F3_L8_T_10_seed_2,2,False,False,1666,5000,10,3,3,8,0.7,5000.0,0.0,5000.0,207011.0,3.4,0.0,4,0.0,True
IR_B5000_D1666_F3_L8_T_10_seed_3,3,False,False,1666,5000,10,3,3,8,0.7,5000.0,0.0,5000.0,181120.0,3.25,0.0,29,0.0,True
IR_B5000_D1666_F3_L8_T_10_seed_4,4,False,False,1666,5000,10,3,3,8,0.7,5000.0,0.0,5000.0,191470.0,3.25,0.0,29,0.0,True
IR_B7000_D2333_F3_L8_T_10_seed_0,0,False,False,2333,7000,10,3,3,8,0.7,7000.0,0.0,7000.0,274983.0,2.74,0.0,1,0.0,True
IR_B7000_D2333_F3_L8_T_10_seed_1,1,False,False,2333,7000,10,3,3,8,0.7,7000.0,0.0,7000.0,271486.0,2.56,0.0,1,0.0,True
IR_B7000_D2333_F3_L8_T_10_seed_2,2,False,False,2333,7000,10,3,3,8,0.7,7000.0,0.0,7000.0,289817.0,3.17,0.0,9,0.0,True
IR_B7000_D2333_F3_L8_T_10_seed_3,3,False,False,2333,7000,10,3,3,8,0.7,7000.0,0.0,7000.0,253576.0,3.24,0.0,23,0.0,True
IR_B7000_D2333_F3_L8_T_10_seed_4,4,False,False,2333,7000,10,3,3,8,0.7,7000.0,0.0,7000.0,268076.0,3.31,0.0,8,0.0,True
IR_B10000_D3333_F3_L8_T_10_seed_0,0,False,False,3333,10000,10,3,3,8,0.7,10000.0,0.0,10000.0,392870.0,3.36,0.0,4,0.0,True
IR_B10000_D3333_F3_L8_T_10_seed_1,1,False,False,3333,10000,10,3,3,8,0.7,10000.0,0.0,10000.0,387878.0,3.11,0.0,4,0.0,True
IR_B10000_D3333_F3_L8_T_10_seed_2,2,False,False,3333,10000,10,3,3,8,0.7,10000.0,0.0,10000.0,414074.0,3.21,0.0,8,0.0,True
IR_B10000_D3333_F3_L8_T_10_seed_3,3,False,False,3333,10000,10,3,3,8,0.7,10000.0,0.0,10000.0,362290.0,3.12,0.0,19,0.0,True
IR_B10000_D3333_F3_L8_T_10_seed_4,4,False,False,3333,10000,10,3,3,8,0.7,10000.0,0.0,10000.0,382977.0,2.73,0.0,1,0.0,True
IR_B3000_D1000_F3_L12_T_10_seed_0,0,False,False,1000,3000,10,3,3,12,0.7,3000.0,0.0,3000.0,137145.0,3.63,0.0,1,0.0,True
IR_B3000_D1000_F3_L12_T_10_seed_1,1,False,False,1000,3000,10,3,3,12,0.7,3000.0,0.0,3000.0,118087.0,3.39,0.0,1,0.0,True
IR_B3000_D1000_F3_L12_T_10_seed_2,2,False,False,1000,3000,10,3,3,12,0.7,2911.2,0.0,2911.2,144309.0,4.4,0.0,24,2.96,True
IR_B3000_D1000_F3_L12_T_10_seed_3,3,False,False,1000,3000,10,3,3,12,0.7,3000.0,0.0,3000.0,116434.0,3.49,0.0,1,0.0,True
IR_B3000_D1000_F3_L12_T_10_seed_4,4,False,False,1000,3000,10,3,3,12,0.7,3000.0,0.0,3000.0,119951.0,4.46,0.0,15,0.0,True
IR_B5000_D1666_F3_L12_T_10_seed_0,0,False,False,1666,5000,10,3,3,12,0.7,5000.0,0.0,5000.0,228604.0,4.23,0.0,6,0.0,True
IR_B5000_D1666_F3_L12_T_10_seed_1,1,False,False,1666,5000,10,3,3,12,0.7,5000.0,0.0,5000.0,196840.0,4.06,0.0,6,0.0,True
IR_B5000_D1666_F3_L12_T_10_seed_2,2,False,False,1666,5000,10,3,3,12,0.7,4852.0,0.0,4852.0,240521.0,4.94,0.0,27,2.96,True
IR_B5000_D1666_F3_L12_T_10_seed_3,3,False,False,1666,5000,10,3,3,12,0.7,5000.0,0.0,5000.0,194022.0,4.53,0.0,20,0.0,True
IR_B5000_D1666_F3_L12_T_10_seed_4,4,False,False,1666,5000,10,3,3,12,0.7,5000.0,0.0,5000.0,199958.0,4.13,0.0,26,0.0,True
IR_B7000_D2333_F3_L12_T_10_seed_0,0,False,False,2333,7000,10,3,3,12,0.7,7000.0,0.0,7000.0,320057.0,4.21,0.0,6,0.0,True
IR_B7000_D2333_F3_L12_T_10_seed_1,1,False,False,2333,7000,10,3,3,12,0.7,7000.0,0.0,7000.0,275525.0,4.04,0.0,6,0.0,True
IR_B7000_D2333_F3_L12_T_10_seed_2,2,False,False,2333,7000,10,3,3,12,0.7,7000.0,0.0,7000.0,336760.0,4.17,0.0,9,0.0,True
IR_B7000_D2333_F3_L12_T_10_seed_3,3,False,False,2333,7000,10,3,3,12,0.7,7000.0,0.0,7000.0,271643.0,4.15,0.0,5,0.0,True
IR_B7000_D2333_F3_L12_T_10_seed_4,4,False,False,2333,7000,10,3,3,12,0.7,7000.0,0.0,7000.0,279944.0,3.43,0.0,1,0.0,True
IR_B10000_D3333_F3_L12_T_10_seed_0,0,False,False,3333,10000,10,3,3,12,0.7,10000.0,0.0,10000.0,457259.0,3.54,0.0,1,0.0,True
IR_B10000_D3333_F3_L12_T_10_seed_1,1,False,False,3333,10000,10,3,3,12,0.7,10000.0,0.0,10000.0,393676.0,3.44,0.0,1,0.0,True
IR_B10000_D3333_F3_L12_T_10_seed_2,2,False,False,3333,10000,10,3,3,12,0.7,9703.6,0.0,9703.6,481112.0,5.0,0.0,7,2.96,True
IR_B10000_D3333_F3_L12_T_10_seed_3,3,False,False,3333,10000,10,3,3,12,0.7,10000.0,0.0,10000.0,388105.0,4.2,0.0,11,0.0,True
IR_B10000_D3333_F3_L12_T_10_seed_4,4,False,False,3333,10000,10,3,3,12,0.7,10000.0,0.0,10000.0,399943.0,3.44,0.0,1,0.0,True
IR_B3000_D1000_F3_L4_T_15_seed_0,0,False,False,1000,3000,15,3,3,4,0.7,3000.0,0.0,3000.0,173575.0,3.13,0.0,11,0.0,True
IR_B3000_D1000_F3_L4_T_15_seed_1,1,False,False,1000,3000,15,3,3,4,0.7,3000.0,0.0,3000.0,175900.0,2.62,0.0,1,0.0,True
IR_B3000_D1000_F3_L4_T_15_seed_2,2,False,False,1000,3000,15,3,3,4,0.7,2926.4,0.0,2926.4,186726.0,3.53,0.0,3,2.45,True
IR_B3000_D1000_F3_L4_T_15_seed_3,3,False,False,1000,3000,15,3,3,4,0.7,3000.0,0.0,3000.0,193522.0,3.17,0.0,25,0.0,True
IR_B3000_D1000_F3_L4_T_15_seed_4,4,False,False,1000,3000,15,3,3,4,0.7,3000.0,0.0,3000.0,185903.0,2.66,0.0,1,0.0,True
IR_B5000_D1666_F3_L4_T_15_seed_0,0,False,False,1666,5000,15,3,3,4,0.7,5000.0,0.0,5000.0,289322.0,3.13,0.0,16,0.0,True
IR_B5000_D1666_F3_L4_T_15_seed_1,1,False,False,1666,5000,15,3,3,4,0.7,5000.0,0.0,5000.0,293268.0,3.2,0.0,29,0.0,True
IR_B5000_D1666_F3_L4_T_15_seed_2,2,False,False,1666,5000,15,3,3,4,0.7,4877.6,0.0,4877.6,311174.0,3.38,0.0,2,2.45,True
